# Sensor: Rotor
# Record count: 13498
# Storage mode: Memory
# Datetime of save: 2026-03-03T19:07:00
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
86.45	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	325.287	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.12696e-08
86.475	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	326.318	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.14204e-08
86.5	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	327.35	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.21072e-08
86.525	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	328.381	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.08033e-07
86.55	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	329.412	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.61239e-08
86.575	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	330.444	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.58794e-09
86.6	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	331.475	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.49012e-08
86.625	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	332.506	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.42144e-08
86.65	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	333.538	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.91155e-08
86.675	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	334.569	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.30385e-08
86.7	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	335.6	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.09782e-08
86.725	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	336.632	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.28408e-08
86.75	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	337.663	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.15484e-07
86.775	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	338.694	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.89179e-08
86.8	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	339.726	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.72529e-09
86.825	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	340.757	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.6077e-08
86.85	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	341.788	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-08
86.875	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	342.82	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.23517e-08
86.9	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	343.851	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.26432e-08
86.925	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	344.882	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.79397e-08
86.95	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	345.914	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.30385e-08
86.975	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	346.945	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.84288e-08
87	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	347.976	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.49949e-08
87.025	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	349.008	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.53903e-08
87.05	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	350.039	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.7742e-08
87.075	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	351.07	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.40167e-08
87.1	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	352.102	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.86265e-09
87.125	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	353.133	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.19564e-08
87.15	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	354.164	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.45058e-09
87.175	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	355.196	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.84288e-08
87.2	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	356.227	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.86265e-08
87.225	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	357.258	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.02914e-08
87.25	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	358.29	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.72529e-09
87.275	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	359.321	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.11759e-08
87.3	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	0.352192	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.82311e-08
87.325	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	1.38352	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.58794e-08
87.35	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	2.41484	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.11759e-07
87.375	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	3.44616	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.1665e-08
87.4	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	4.47749	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.45058e-09
87.425	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	5.50881	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.30385e-08
87.45	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	6.54014	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.58794e-08
87.475	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	7.57146	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.04891e-08
87.5	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	8.60278	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.04308e-07
87.525	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	9.63411	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.75443e-08
87.55	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	10.6654	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.42144e-08
87.575	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	11.6968	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-8.56817e-08
87.6	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	12.7281	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.28408e-08
87.625	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	13.7594	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.86265e-08
87.65	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	14.7907	1.03132	8	0	-8	0	0	0	0	0	0	0	0	5.58794e-09
87.675	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	15.8221	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.28408e-08
87.7	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	16.8534	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.30385e-08
87.725	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	17.8847	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.67638e-08
87.75	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	18.916	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.42144e-08
87.775	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	19.9473	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.28408e-08
87.8	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	20.9787	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.15484e-07
87.825	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	22.01	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.00937e-08
87.85	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	23.0413	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.51926e-08
87.875	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	24.0726	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.21072e-07
87.9	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	25.104	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.3411e-07
87.925	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	26.1353	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.67638e-08
87.95	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	27.1666	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.21541e-08
87.975	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	28.1979	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.12696e-08
88	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	29.2293	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-9.31323e-08
88.025	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	30.2606	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.82311e-08
88.05	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	31.2919	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.49012e-08
88.075	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	32.3232	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-8.56817e-08
88.1	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	33.3546	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.67638e-08
88.125	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	34.3859	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.49012e-08
88.15	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	35.4172	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.00937e-08
88.175	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	36.4485	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.49012e-08
88.2	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	37.4799	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.75443e-08
88.225	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	38.5112	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-9.68575e-08
88.25	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	39.5425	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.72529e-08
88.275	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	40.5738	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-9.87202e-08
88.3	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	41.6052	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.6077e-08
88.325	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	42.6365	1.03132	8	0	-8	0	0	0	0	0	0	0	0	6.89179e-08
88.35	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	43.6678	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.49012e-08
88.375	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	44.6991	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.47035e-08
88.4	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	45.7304	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.6077e-08
88.425	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	46.7618	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.11759e-08
88.45	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	47.7931	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.09782e-08
88.475	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	48.8244	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.6077e-08
88.5	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	49.8557	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.79397e-08
88.525	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	50.8871	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.28523e-07
88.55	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	51.9184	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.30385e-08
88.575	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	52.9497	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-08
88.6	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	53.981	1.03132	8	0	-8	0	0	0	0	0	0	0	0	0
88.625	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	55.0124	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-1.67638e-08
88.65	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	56.0437	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.45058e-09
88.675	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	57.075	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.58794e-09
88.7	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	58.1063	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.89179e-08
88.725	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	59.1377	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.70552e-08
88.75	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	60.169	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-9.31323e-08
88.775	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	61.2003	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.09782e-08
88.8	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	62.2316	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.28408e-08
88.825	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	63.263	1.03132	8	0	-8	0	0	0	0	0	0	0	0	8.56817e-08
88.85	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	64.2943	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-5.40167e-08
88.875	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	65.3256	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-3.35276e-08
88.9	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	66.3569	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.28408e-08
88.925	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	67.3883	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.07805e-08
88.95	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	68.4196	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.84288e-08
88.975	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	69.4509	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.87202e-08
89	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	70.4822	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.02445e-07
89.025	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	71.5136	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.45058e-08
89.05	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	72.5449	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-08
89.075	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	73.5762	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.6077e-08
89.1	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	74.6075	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.00583e-07
89.125	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	75.6388	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.11759e-08
89.15	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	76.6702	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.45058e-09
89.175	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	77.7015	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.98023e-08
89.2	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	78.7328	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.08033e-07
89.225	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	79.7641	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-6.89179e-08
89.25	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	80.7955	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-4.84288e-08
89.275	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	81.8268	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-7.45058e-09
89.3	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	82.8581	1.03132	8	0	-8	0	0	0	0	0	0	0	0	4.84288e-08
89.325	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	83.8894	1.03132	8	0	-8	0	0	0	0	0	0	0	0	3.91155e-08
89.35	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	84.9208	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.02445e-07
89.375	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	85.9521	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.68575e-08
89.4	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	86.9834	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.98023e-08
89.425	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	88.0147	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-09
89.45	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	89.0461	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.6077e-08
89.475	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	90.0774	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.79397e-08
89.5	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	91.1087	1.03132	8	0	-8	0	0	0	0	0	0	0	0	-2.23517e-08
89.525	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	92.14	1.03132	8	0	-8	0	0	0	0	0	0	0	0	6.51926e-09
89.55	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	93.1714	1.03132	8	0	-8	0	0	0	0	0	0	0	0	7.45058e-09
89.575	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	94.2027	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.70084e-08
89.6	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	95.234	1.03132	8	0	-8	0	0	0	0	0	0	0	0	6.42613e-08
89.625	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	96.2653	1.03132	8	0	-8	0	0	0	0	0	0	0	0	1.67638e-08
89.65	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	97.2967	1.03132	8	0	-8	0	0	0	0	0	0	0	0	9.96515e-08
89.675	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	98.328	1.03132	8	0	-8	0	0	0	0	0	0	0	0	6.51926e-09
89.7	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	99.3593	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.79397e-08
89.725	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	100.391	1.03132	8	0	-8	0	0	0	0	0	0	0	0	0
89.75	3643.06	5059.81	823.491	6.87549	8.01754	0	46.5954	84.2608	5.81168	64.1403	8.72665	2.90888	101.422	1.03132	8	0	-8	0	0	0	0	0	0	0	0	2.51457e-08
